0.000,0.503,0.503
0.333,0.498,0.543
0.667,0.492,0.581
1.000,0.488,0.619
1.333,0.488,0.654
1.667,0.489,0.693
2.000,0.491,0.731
2.333,0.487,0.770
2.667,0.485,0.807
3.000,0.481,0.846
3.333,0.480,0.884
3.667,0.483,0.922
4.000,0.486,0.959
4.333,0.493,0.997
4.667,0.500,1.034
5.000,0.511,1.069
5.334,0.525,1.105
5.667,0.539,1.137
6.000,0.556,1.167
6.334,0.576,1.200
6.667,0.597,1.230
7.000,0.620,1.258
7.334,0.647,1.285
7.667,0.673,1.310
8.000,0.703,1.334
8.334,0.733,1.354
8.667,0.765,1.374
9.000,0.799,1.390
9.334,0.833,1.404
9.667,0.867,1.417
10.000,0.901,1.428
10.334,0.938,1.436
10.667,0.974,1.440
11.000,1.012,1.443
11.334,1.050,1.444
11.667,1.086,1.442
12.000,1.124,1.437
12.334,1.161,1.431
12.667,1.197,1.421
13.000,1.232,1.409
13.334,1.267,1.395
13.667,1.298,1.380
14.000,1.331,1.361
14.334,1.362,1.341
14.667,1.376,1.332
15.000,1.376,1.331
15.334,1.376,1.331
15.667,1.376,1.331
16.001,1.377,1.331
16.334,1.378,1.331

