0.000,0.539,0.429
0.333,0.541,0.430
0.667,0.542,0.431
1.000,0.541,0.430
1.333,0.542,0.429
1.667,0.542,0.430
2.000,0.540,0.429
2.333,0.543,0.430
2.667,0.539,0.429
3.000,0.543,0.431
3.333,0.539,0.429
3.667,0.541,0.443
4.000,0.548,0.477
4.333,0.555,0.513
4.667,0.565,0.549
5.000,0.577,0.586
5.334,0.593,0.623
5.667,0.611,0.655
6.000,0.631,0.689
6.334,0.653,0.720
6.667,0.678,0.749
7.000,0.704,0.778
7.334,0.733,0.805
7.667,0.762,0.830
8.000,0.792,0.853
8.334,0.824,0.872
8.667,0.858,0.890
9.000,0.893,0.906
9.334,0.928,0.919
9.667,0.964,0.930
10.000,1.003,0.939
10.334,1.044,0.949
10.667,1.083,0.958
11.000,1.127,0.968
11.334,1.169,0.978
11.667,1.208,0.986
12.000,1.250,0.993
12.334,1.290,1.001
12.667,1.328,1.008
13.000,1.367,1.016
13.334,1.406,1.022
13.667,1.446,1.028
14.000,1.483,1.032
14.334,1.523,1.039
14.667,1.563,1.046
15.000,1.601,1.053
15.334,1.643,1.058
15.667,1.682,1.063
16.001,1.720,1.071
16.334,1.737,1.074
16.667,1.739,1.074
17.001,1.739,1.075
17.334,1.739,1.073
17.667,1.739,1.073
18.001,1.738,1.073
18.334,1.737,1.076
18.667,1.738,1.076

