0.333,4.898E-2,-1.717E-3
0.667,6.735E-2,9.424E-4
1.000,8.597E-2,3.513E-3
1.333,0.103,1.415E-2
1.667,0.122,1.941E-2
2.000,0.142,2.475E-2
2.333,0.162,3.035E-2
2.667,0.181,3.604E-2
3.000,0.200,4.374E-2
3.333,0.216,5.464E-2
3.667,0.234,6.276E-2
4.000,0.251,7.366E-2
4.333,0.268,8.459E-2
4.667,0.284,9.533E-2
5.000,0.300,0.106
5.334,0.315,0.119
5.667,0.332,0.130
6.000,0.346,0.144
6.334,0.361,0.157
6.667,0.376,0.173
7.000,0.389,0.187
7.334,0.402,0.201
7.667,0.415,0.216
8.000,0.427,0.231
8.334,0.437,0.246
8.667,0.448,0.263
9.000,0.456,0.267
9.334,0.453,0.261
9.667,0.451,0.258
10.000,0.451,0.259
10.334,0.451,0.259
10.667,0.452,0.259

